Company name,State,Use case wise,Language,Region,Date,Hour,Total_calls,Connected_calls,Connected rate,Total_duration_seconds,Total_duration_minutes,Total_duration_hours,Positive disposition,Negative disposition,Other disposition,Disposed calls,Success rate,Efficiency rate,Listen Count,Listen rate
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,22-11-2025,12:00:00 PM,7,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,22-11-2025,07:00:00 AM,9,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,hindi,SOUTH,03-12-2025,10:00:00 AM,14,14,100.0,665.0,11.0833,0.1847,2,1,11,14,21.43,100.0,2,21.428571
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,26-11-2025,10:00:00 AM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,24-11-2025,09:00:00 AM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,25-11-2025,04:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,22-11-2025,02:00:00 PM,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,hindi,SOUTH,03-12-2025,11:00:00 AM,15,15,100.0,888.0,14.8,0.2467,6,2,7,15,53.33,100.0,6,53.333333
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,21-11-2025,07:00:00 PM,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,03-12-2025,10:00:00 AM,14,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,25-11-2025,09:00:00 AM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,04-12-2025,05:00:00 AM,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,hindi,SOUTH,22-11-2025,12:00:00 AM,2,2,100.0,56.0,0.9333,0.0156,2,0,0,2,100.0,100.0,2,100.0
hdfc,TAMIL NADU,BKT X,hindi,SOUTH,22-11-2025,12:00:00 PM,8,8,100.0,749.0,12.4833,0.2081,8,0,0,8,100.0,100.0,8,100.0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,01-12-2025,04:00:00 AM,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,25-11-2025,05:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,03-12-2025,05:00:00 AM,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,24-11-2025,08:00:00 AM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,24-11-2025,04:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,22-11-2025,01:00:00 PM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,22-11-2025,04:00:00 AM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,22-11-2025,08:00:00 AM,14,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,03-12-2025,04:00:00 AM,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,26-11-2025,08:00:00 AM,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,unknown,SOUTH,03-12-2025,11:00:00 AM,10,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hdfc,TAMIL NADU,BKT X,hindi,SOUTH,22-11-2025,02:00:00 PM,7,7,100.0,521.0,8.6833,0.1447,2,1,4,7,42.86,100.0,2,42.857143
inprime,RAJASTHAN,BKT X,unknown,NORTH,10-09-2025,02:00:00 PM,73,25,34.25,1084.0,18.0667,0.3011,0,0,24,24,0.0,96.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,02-10-2025,08:00:00 AM,1,1,100.0,46.0,0.7667,0.0128,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,18-09-2025,05:00:00 PM,10,10,100.0,860.0,14.3333,0.2389,0,0,10,10,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,17-09-2025,05:00:00 PM,4,4,100.0,306.0,5.1,0.085,0,0,4,4,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,12:00:00 AM,3,3,100.0,43.0,0.7167,0.0119,0,0,3,3,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,20-09-2025,03:00:00 PM,3,3,100.0,86.0,1.4333,0.0239,0,0,3,3,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,10-09-2025,04:00:00 PM,29,8,27.59,125.0,2.0833,0.0347,0,0,8,8,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,18-09-2025,06:00:00 PM,5,5,100.0,560.0,9.3333,0.1556,0,0,5,5,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,16-09-2025,04:00:00 PM,2,2,100.0,70.0,1.1667,0.0194,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,11:00:00 AM,6,6,100.0,367.0,6.1167,0.1019,0,0,6,6,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,24-09-2025,12:00:00 PM,27,26,96.3,1973.0,32.8833,0.5481,0,0,25,25,0.0,96.15,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,31-08-2025,03:00:00 PM,2,2,100.0,6.0,0.1,0.0017,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,27-08-2025,09:00:00 AM,1,1,100.0,1.0,0.0167,0.0003,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,09-10-2025,09:00:00 PM,1,1,100.0,2.0,0.0333,0.0006,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,01-10-2025,09:00:00 AM,1,1,100.0,7.0,0.1167,0.0019,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,24-09-2025,07:00:00 PM,1,1,100.0,8.0,0.1333,0.0022,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,18-09-2025,01:00:00 PM,2,2,100.0,202.0,3.3667,0.0561,0,0,2,2,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,06-10-2025,10:00:00 AM,1,1,100.0,154.0,2.5667,0.0428,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,12:00:00 PM,1,1,100.0,5.0,0.0833,0.0014,0,0,1,1,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,08-09-2025,04:00:00 PM,9,7,77.78,509.0,8.4833,0.1414,0,0,7,7,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,19-09-2025,11:00:00 PM,5,5,100.0,311.0,5.1833,0.0864,0,0,5,5,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,29-09-2025,05:00:00 PM,1,1,100.0,1.0,0.0167,0.0003,0,0,1,1,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,16-09-2025,07:00:00 PM,1,1,100.0,26.0,0.4333,0.0072,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,19-09-2025,04:00:00 PM,8,7,87.5,604.0,10.0667,0.1678,0,0,7,7,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,18-09-2025,04:00:00 PM,14,13,92.86,1498.0,24.9667,0.4161,0,0,12,12,0.0,92.31,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,01-10-2025,10:00:00 PM,1,1,100.0,1.0,0.0167,0.0003,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,05:00:00 PM,4,4,100.0,460.0,7.6667,0.1278,0,0,4,4,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,29-09-2025,08:00:00 PM,179,178,99.44,15971.0,266.1833,4.4364,0,0,174,174,0.0,97.75,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,10-09-2025,05:00:00 PM,36,8,22.22,223.0,3.7167,0.0619,0,0,8,8,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,25-09-2025,06:00:00 PM,9,7,77.78,847.0,14.1167,0.2353,0,0,7,7,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,24-09-2025,03:00:00 PM,15,14,93.33,1496.0,24.9333,0.4156,0,0,13,13,0.0,92.86,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,27-08-2025,01:00:00 PM,1,1,100.0,3.0,0.05,0.0008,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,26-08-2025,01:00:00 PM,2,2,100.0,110.0,1.8333,0.0306,1,0,1,2,50.0,100.0,1,50.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,16-09-2025,05:00:00 PM,2,1,50.0,53.0,0.8833,0.0147,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,24-09-2025,01:00:00 PM,12,12,100.0,740.0,12.3333,0.2056,0,0,12,12,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,09:00:00 AM,13,13,100.0,281.0,4.6833,0.0781,0,0,13,13,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,04-09-2025,07:00:00 PM,1,1,100.0,7.0,0.1167,0.0019,0,0,1,1,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,01-10-2025,05:00:00 PM,1,1,100.0,112.0,1.8667,0.0311,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,08-09-2025,10:00:00 AM,1,1,100.0,33.0,0.55,0.0092,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,09-09-2025,08:00:00 PM,3,3,100.0,212.0,3.5333,0.0589,0,0,3,3,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,28-09-2025,08:00:00 AM,1,1,100.0,15.0,0.25,0.0042,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,01-09-2025,02:00:00 PM,1,1,100.0,174.0,2.9,0.0483,1,0,0,1,100.0,100.0,1,100.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-08-2025,04:00:00 PM,1,1,100.0,15.0,0.25,0.0042,0,0,0,0,0.0,0.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,10-09-2025,02:00:00 PM,1,1,100.0,177.0,2.95,0.0492,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,07:00:00 PM,2,2,100.0,249.0,4.15,0.0692,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,01-10-2025,01:00:00 PM,1,1,100.0,10.0,0.1667,0.0028,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,28-08-2025,12:00:00 PM,1,1,100.0,166.0,2.7667,0.0461,1,0,0,1,100.0,100.0,1,100.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,19-09-2025,12:00:00 AM,1,1,100.0,18.0,0.3,0.005,0,0,1,1,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,23-09-2025,05:00:00 PM,19,7,36.84,239.0,3.9833,0.0664,0,0,7,7,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,04-10-2025,12:00:00 PM,1,1,100.0,53.0,0.8833,0.0147,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,26-08-2025,04:00:00 PM,1,1,100.0,152.0,2.5333,0.0422,1,0,0,1,100.0,100.0,1,100.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,13-10-2025,11:00:00 AM,2,2,100.0,94.0,1.5667,0.0261,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,06:00:00 AM,8,8,100.0,214.0,3.5667,0.0594,0,0,8,8,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,30-09-2025,01:00:00 PM,1,1,100.0,143.0,2.3833,0.0397,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,29-09-2025,07:00:00 PM,167,165,98.8,11148.0,185.8,3.0967,0,0,165,165,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,08:00:00 AM,6,5,83.33,377.0,6.2833,0.1047,0,0,5,5,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,05-10-2025,10:00:00 AM,2,1,50.0,132.0,2.2,0.0367,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,29-09-2025,06:00:00 PM,89,88,98.88,2203.0,36.7167,0.6119,0,0,86,86,0.0,97.73,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,23-09-2025,04:00:00 PM,4,4,100.0,468.0,7.8,0.13,0,0,4,4,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,08-09-2025,03:00:00 PM,2,2,100.0,72.0,1.2,0.02,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,08:00:00 PM,7,7,100.0,429.0,7.15,0.1192,0,0,7,7,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,25-08-2025,04:00:00 PM,1,1,100.0,1.0,0.0167,0.0003,0,0,1,1,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,30-09-2025,06:00:00 PM,3,3,100.0,335.0,5.5833,0.0931,0,0,3,3,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,18-09-2025,12:00:00 PM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,30-09-2025,05:00:00 PM,1,1,100.0,41.0,0.6833,0.0114,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,17-09-2025,06:00:00 PM,2,2,100.0,238.0,3.9667,0.0661,0,0,2,2,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,25-09-2025,11:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,22-09-2025,02:00:00 PM,2,2,100.0,123.0,2.05,0.0342,0,0,2,2,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,16-09-2025,02:00:00 PM,3,3,100.0,139.0,2.3167,0.0386,0,0,3,3,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,03-09-2025,09:00:00 AM,1,1,100.0,5.0,0.0833,0.0014,0,0,1,1,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,24-09-2025,04:00:00 PM,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,10:00:00 AM,9,8,88.89,956.0,15.9333,0.2656,0,0,8,8,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,19-09-2025,10:00:00 AM,5,3,60.0,138.0,2.3,0.0383,0,0,3,3,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,24-08-2025,11:00:00 AM,2,2,100.0,14.0,0.2333,0.0039,0,0,2,2,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,10-09-2025,03:00:00 PM,34,11,32.35,575.0,9.5833,0.1597,0,0,11,11,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,16-09-2025,08:00:00 PM,2,2,100.0,133.0,2.2167,0.0369,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,10-09-2025,07:00:00 PM,3,3,100.0,51.0,0.85,0.0142,0,0,3,3,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,13-10-2025,12:00:00 PM,5,3,60.0,145.0,2.4167,0.0403,0,0,3,3,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,10-09-2025,02:00:00 PM,6,5,83.33,265.0,4.4167,0.0736,0,0,5,5,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,03-10-2025,10:00:00 AM,2,2,100.0,3.0,0.05,0.0008,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,24-09-2025,02:00:00 PM,13,13,100.0,1488.0,24.8,0.4133,0,0,12,12,0.0,92.31,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,22-09-2025,08:00:00 PM,3,3,100.0,133.0,2.2167,0.0369,0,0,3,3,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,26-09-2025,07:00:00 AM,1,1,100.0,3.0,0.05,0.0008,0,0,1,1,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,08-09-2025,05:00:00 PM,18,9,50.0,269.0,4.4833,0.0747,0,0,9,9,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,28-08-2025,11:00:00 AM,2,2,100.0,9.0,0.15,0.0025,0,0,2,2,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,24-09-2025,04:00:00 PM,95,35,36.84,1278.0,21.3,0.355,0,0,33,33,0.0,94.29,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,29-08-2025,01:00:00 PM,4,4,100.0,404.0,6.7333,0.1122,3,0,1,4,75.0,100.0,3,75.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,25-09-2025,12:00:00 PM,2,1,50.0,12.0,0.2,0.0033,0,0,1,1,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,16-09-2025,06:00:00 PM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,18-09-2025,11:00:00 PM,1,1,100.0,134.0,2.2333,0.0372,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,30-08-2025,11:00:00 AM,1,1,100.0,1.0,0.0167,0.0003,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,29-09-2025,11:00:00 PM,7,6,85.71,802.0,13.3667,0.2228,0,0,6,6,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,25-09-2025,11:00:00 AM,48,17,35.42,886.0,14.7667,0.2461,0,0,17,17,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,24-09-2025,06:00:00 PM,12,11,91.67,1186.0,19.7667,0.3294,0,0,11,11,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,19-09-2025,06:00:00 PM,3,3,100.0,325.0,5.4167,0.0903,0,0,3,3,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,29-08-2025,09:00:00 PM,1,1,100.0,22.0,0.3667,0.0061,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,27-08-2025,05:00:00 PM,2,2,100.0,166.0,2.7667,0.0461,0,0,2,2,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,10-09-2025,05:00:00 PM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,10:00:00 PM,1,1,100.0,15.0,0.25,0.0042,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,22-09-2025,06:00:00 PM,4,4,100.0,295.0,4.9167,0.0819,0,0,3,3,0.0,75.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,08-09-2025,06:00:00 PM,9,5,55.56,212.0,3.5333,0.0589,0,0,5,5,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,10-09-2025,04:00:00 PM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,11-09-2025,05:00:00 PM,1,1,100.0,68.0,1.1333,0.0189,0,0,1,1,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,10-09-2025,12:00:00 PM,36,13,36.11,444.0,7.4,0.1233,0,0,13,13,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,03-10-2025,12:00:00 PM,2,2,100.0,20.0,0.3333,0.0056,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,22-09-2025,05:00:00 PM,1,1,100.0,57.0,0.95,0.0158,0,0,1,1,0.0,100.0,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,25-09-2025,12:00:00 PM,96,36,37.5,1336.0,22.2667,0.3711,0,0,35,35,0.0,97.22,0,0.0
inprime,RAJASTHAN,BKT X,unknown,NORTH,23-09-2025,03:00:00 PM,20,8,40.0,318.0,5.3,0.0883,0,0,8,8,0.0,100.0,0,0.0
inprime,TAMIL NADU,BKT X,unknown,SOUTH,10-09-2025,12:00:00 PM,2,1,50.0,27.0,0.45,0.0075,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,09-10-2025,07:00:00 PM,1,1,100.0,3.0,0.05,0.0008,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,09-10-2025,09:00:00 AM,2,2,100.0,43.0,0.7167,0.0119,0,0,2,2,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,hindi,NORTH,29-08-2025,12:00:00 AM,1,1,100.0,176.0,2.9333,0.0489,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,10-10-2025,03:00:00 PM,1,1,100.0,2.0,0.0333,0.0006,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,05-10-2025,07:00:00 PM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
inprime,RAJASTHAN,BKT X,unknown,NORTH,23-09-2025,04:00:00 PM,1,1,100.0,21.0,0.35,0.0058,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,09:00:00 AM,1,1,100.0,15.0,0.25,0.0042,0,0,1,1,0.0,100.0,0,0.0
inprime,UNKNOWN,UNKNOWN,unknown,UNKNOWN,30-09-2025,06:00:00 PM,14,14,100.0,1141.0,19.0167,0.3169,0,0,14,14,0.0,100.0,0,0.0
